pid	trial_id	TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePoint
1	241	432.8	828.2268	704.7616	0	792.5264	687.7577	0	810.3766	696.259
1	241	449.4	718.9835	777.2097	0	661.4744	755.689	0	690.2289	766.449
1	241	466	703.5747	779.6917	0	634.1851	752.0674	0	668.8799	765.879
1	241	482.8	708.5459	812.1581	0	639.1183	766.7783	0	673.8321	789.468
1	241	499.4	697.1725	798.3677	0	646.9673	768.4133	0	672.0699	783.390
1	241	516	718.2322	765.4115	0	630.9064	776.553	0	674.5693	770.982
1	241	532.8	707.1887	769.876	0	650.1308	750.5017	0	678.6598	760.188
1	241	549.4	720.2591	766.6933	0	650.9171	771.3995	0	685.5881	769.046
1	241	566	715.3355	792.6674	0	628.8862	784.7427	0	672.1109	788.70
1	241	582.8	710.8974	803.3207	0	647.9385	777.0888	0	679.418	790.204
1	241	599.4	714.5781	797.5582	0	637.5417	789.0699	0	676.0599	793.314
1	241	616	688.7456	775.5016	0	652.5675	793.0675	0	670.6566	784.284
1	241	632.6	716.3313	758.2446	0	680.0822	753.731	0	698.2068	755.987
1	241	649.2	716.1575	757.5658	0	687.2424	738.2655	0	701.7	747.915
1	241	666	715.0015	775.1949	0	681.0099	760.4828	0	698.0057	767.838
1	241	682.6	713.9329	763.2625	0	677.4422	743.5166	0	695.6875	753.389
1	241	699.2	734.7469	780.6384	0	679.2574	760.5271	0	707.0021	770.582
1	241	716	726.0868	758.8179	0	681.513	740.6547	0	703.7999	749.736
1	241	732.6	719.1444	776.1586	0	692.8435	764.5199	0	705.994	770.339
1	241	749.2	723.4221	765.274	0	673.8288	745.4645	0	698.6254	755.369
1	241	765.9	716.9791	766.9593	0	692.0269	747.3924	0	704.503	757.175
1	241	782.5	727.4937	778.7456	0	686.584	753.3377	0	707.0388	766.041
1	241	799.1	726.7271	765.7455	0	682.1924	757.8525	0	704.4597	761.79
1	241	815.8	715.4204	765.6892	0	680.8636	763.1069	0	698.142	764.398
1	241	832.5	701.8451	768.9674	0	656.3745	759.8264	0	679.1098	764.396
1	241	849.1	645.0925	789.2698	0	612.9124	794.613	0	629.0025	791.941
1	241	865.7	647.4845	800.8002	0	606.0096	783.4428	0	626.7471	792.121
1	241	882.5	651.8187	802.4575	0	621.7023	784.138	0	636.7605	793.297
1	241	899.1	646.6664	790.9306	0	608.3848	785.9714	0	627.5256	788.45
1	241	915.7	658.5507	799.5638	0	602.3458	786.5192	0	630.4482	793.041
1	241	932.4	638.1761	800.6488	0	598.9584	773.0737	0	618.5672	786.861
1	241	949.1	645.0712	807.5745	0	617.8117	797.5845	0	631.4414	802.579
1	241	965.7	659.8986	817.0761	0	618.2834	797.7973	0	639.091	807.436
1	241	982.3	637.7052	808.6449	0	611.4622	788.605	0	624.5837	798.62
1	241	999.1	647.7674	803.6649	0	603.1205	794.3377	0	625.444	799.001
1	241	1015.7	652.0607	800.9228	0	601.5399	778.0491	0	626.8003	789.485
1	241	1032.3	653.4752	813.5562	0	599.1287	779.4149	0	626.302	796.485
1	241	1049	652.9143	805.4443	0	598.1898	789.396	0	625.5521	797.420
1	241	1065.7	660.5941	801.4679	0	610.4257	780.4526	0	635.5099	790.960
1	241	1082.3	501.8569	925.414	0	466.0017	901.6632	0	483.9293	913.538
1	241	1099	401.9936	1061.1327	0	356.0651	1025.0803	0	379.0294	1043.106
1	241	1115.7	398.4063	1045.9162	0	370.617	1020.3642	0	384.5117	1033.140
1	241	1132.4	411.3144	1059.038	0	355.0603	1024.4171	0	383.1874	1041.727
1	241	1149	401.2863	1061.0085	0	371.2336	1032.8968	0	386.26	1046.952
1	241	1165.6	409.1401	1056.1656	0	362.3315	1035.1261	0	385.7358	1045.645
1	241	1182.3	419.5407	1065.6933	0	353.9096	1019.5249	0	386.7252	1042.609
1	241	1199	416.1971	1062.6386	0	361.8089	1025.8165	0	389.003	1044.227
1	241	1215.6	399.5432	1070.7661	0	365.109	1031.4012	0	382.3261	1051.083
1	241	1232.3	412.4688	1069.0159	0	362.6862	1024.7717	0	387.5775	1046.893
